Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,DQR,Nom et code,Total,Agriculture,Transformation,Emballage,Transport,Supermarché et distribution,Consommation,Total
25184,25184,entrées et plats composés,plats composés,"Riz blanc, cuit, avec poulet","White rice, cooked, with chicken",2.46,"Riz blanc, cuit, avec poulet (25184)",0.5226249984,2.077112,0.31611444,0.25574658,0.23307524,0.037393191,0.017733084,2.937174535
25088,25088,entrées et plats composés,plats composés,Riz cantonais,Cantonese rice,2.49,Riz cantonais (25088),0.5216228113999999,1.7456731,0.22677715,0.24651615,0.26398344,0.037393191,0.017733084,2.5380761150000004
25419,25419,entrées et plats composés,feuilletées et autres entrées,Rouleau de printemps,Spring roll,2.71,Rouleau de printemps (25419),0.33081638510000005,0.76828014,0.21150961,0.27761401,0.31025887,0.037393191,0.092756569,1.6978123900000002
25628,25628,entrées et plats composés,salades composées et crudités,"Salade César au poulet (salade verte, fromage, croûtos, sauce)","Caesar's salad (salad, chicken, croûtons, sauce)",2.22,"Salade César au poulet (salade verte, fromage, croûtos, sauce) (25628)",0.3791140277000001,2.2312608,0.33903246,0.27761401,0.24529923,0.037393191,0.0066875618,3.1372872528
25602,25602,entrées et plats composés,salades composées et crudités,"Salade composée avec viande ou poisson, appertisée, égouttée","Prepared mixed meat/fish canned, drained salad",2.68,"Salade composée avec viande ou poisson, appertisée, égouttée (25602)",2.7357250383,13.160533,0.22091218,0.32840846,1.5661339,0.025386793,0.19371327,15.495087603
26259,26259,entrées et plats composés,salades composées et crudités,"Salade de chou ou Coleslaw, avec sauce, préemballée","Coleslaw, w sauce, prepacked",2.65,"Salade de chou ou Coleslaw, avec sauce, préemballée (26259)",0.1363809767,0.24526176,0.33294866,0.28168476,0.23190507,0.013464397,0.0066875618,1.1119522087999998
25619,25619,entrées et plats composés,salades composées et crudités,"Salade de pâtes aux légumes, avec poisson ou viande","Prepared pasta salad, with vegetable, meat or fish",2.31,"Salade de pâtes aux légumes, avec poisson ou viande (25619)",0.4002302407,1.6551116,0.63019095,0.28168476,0.36623819,0.013464397,0.0066875618,2.9533774588
25615,25615,entrées et plats composés,salades composées et crudités,"Salade de pâtes, végétarienne","Prepared pasta salad, vegetarian",1.91,"Salade de pâtes, végétarienne (25615)",0.22558622569999998,0.59216673,0.56829536,0.30022639,0.24586155,0.013464397,0.0066875618,1.7267019888
25609,25609,entrées et plats composés,salades composées et crudités,"Salade de pomme de terre à la piémontaise, préemballée","Potato salad, piémontaise-style, prepacked",1.84,"Salade de pomme de terre à la piémontaise, préemballée (25609)",0.4486197317000001,2.1825445,0.30393274,0.40979984,0.24223935,0.013464397,0.0066875618,3.1586683888000002
25606,25606,entrées et plats composés,salades composées et crudités,Salade de pommes de terre maison,"Prepared potatoes salad, home-made",1.72,Salade de pommes de terre maison (25606),0.5867407159999999,3.3709906,0.41396748,0.49759393,0.22901823,0.013463586,0.0066875618,4.5317213878
25614,25614,entrées et plats composés,salades composées et crudités,Salade de riz,Prepared rice salad,2.06,Salade de riz (25614),0.33554575970000006,0.70736132,0.15817497,0.27761401,0.26823214,0.037393191,0.0066875618,1.4554631928000001
25601,25601,entrées et plats composés,salades composées et crudités,"Salade de thon et légumes, appertisée, égouttée","Prepared mixed tuna and vegetable salad, canned, drained",2.59,"Salade de thon et légumes, appertisée, égouttée (25601)",0.8115712113000002,3.3856193,0.4923522,0.28115942,0.76111679,0.025386793,0.19371327,5.139347773
25108,25108,entrées et plats composés,feuilletées et autres entrées,Samossas ou Samoussas,Beef samosas or samoosas,1.91,Samossas ou Samoussas (25108),2.3821633210999997,22.846441,0.33124453,0.27763237,0.21642869,0.037393191,0.092756569,23.801896349999996
25518,25518,entrées et plats composés,sandwichs,"Sandwich baguette, camembert, beurre","Sandwich made with French bread, camembert cheese and butter",1.63,"Sandwich baguette, camembert, beurre (25518)",0.33447554670000007,2.4582123,0.26669042,0.27120598,0.20474107,0.037393191,0.0066875618,3.2449305228000003
25530,25530,entrées et plats composés,sandwichs,"Sandwich baguette, crudités diverses, mayonnaise","Sandwich made with French bread, raw vegetables and mayonnaise",2.65,"Sandwich baguette, crudités diverses, mayonnaise (25530)",0.3193311057,1.4121443,0.3514626,0.2712018,0.23077902,0.037393191,0.0066875618,2.3096684728000003
25531,25531,entrées et plats composés,sandwichs,"Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise","Sandwich made with French bread, turkey, raw vegetables (lettuce & tomato) and mayonnaise",2.23,"Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise (25531)",0.3193311057,1.4121443,0.3514626,0.2712018,0.23077902,0.037393191,0.0066875618,2.3096684728000003
25485,25485,entrées et plats composés,sandwichs,"Sandwich baguette, jambon emmental","Sandwich made with French bread, ham and emmental cheese",1.87,"Sandwich baguette, jambon emmental (25485)",0.5884336626999999,3.6804862,0.40551442,0.42759163,0.20436581,0.037393191,0.0066875618,4.762038812799999
25517,25517,entrées et plats composés,sandwichs,"Sandwich baguette, jambon, beurre","Sandwich made with French bread, ham and butter",1.87,"Sandwich baguette, jambon, beurre (25517)",0.6517283536999999,3.6881217,0.41397414,0.5035611,0.20188004,0.037393191,0.0066875618,4.8516177327999985
25521,25521,entrées et plats composés,sandwichs,"Sandwich baguette, jambon, emmental, beurre","Sandwich made with French bread, ham, emmental cheese and butter",1.87,"Sandwich baguette, jambon, emmental, beurre (25521)",0.5884336626999999,3.6804862,0.40551442,0.42759163,0.20436581,0.037393191,0.0066875618,4.762038812799999
25475,25475,entrées et plats composés,sandwichs,"Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre","Sandwich made with French bread, hard-boiled egg, raw vegetables (tomato and lettuce) and butter",1.87,"Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre (25475)",0.38124296570000005,1.7853449,0.27373924,0.35922962,0.21385973,0.037393191,0.0066875618,2.6762542428000002
25535,25535,entrées et plats composés,sandwichs,"Sandwich baguette, merguez, ketchup moutarde","Sandwich made with French bread, merguez sausage, ketchup and mustard",2.28,"Sandwich baguette, merguez, ketchup moutarde (25535)",0.4499969637,2.5798026,0.37128621,0.27613422,0.20001181,0.037393191,0.0066875618,3.4713155928
25532,25532,entrées et plats composés,sandwichs,"Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise","Sandwich made with French bread, egg, raw vegetables (tomato and lettuce) and mayonnaise",2.46,"Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise (25532)",0.2969844307000001,1.1838573,0.2052723,0.27120478,0.22637145,0.037393191,0.0066875618,1.9307865828
25519,25519,entrées et plats composés,sandwichs,"Sandwich baguette, pâté, cornichons","Sandwich made with French bread, pâté and pickles",2.29,"Sandwich baguette, pâté, cornichons (25519)",0.40919818970000005,2.0299042,0.43896376,0.30404392,0.21648841,0.037393191,0.0066875618,3.0334810428
25533,25533,entrées et plats composés,sandwichs,"Sandwich baguette, porc, crudités (tomate, salade), mayonnaise","Sandwich made with French bread, pork, raw vegetables (lettuce & tomato) and mayonnaise",2.27,"Sandwich baguette, porc, crudités (tomate, salade), mayonnaise (25533)",0.38124296570000005,1.7853449,0.27373924,0.35922962,0.21385973,0.037393191,0.0066875618,2.6762542428000002
25476,25476,entrées et plats composés,sandwichs,"Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise","Sandwich made with French bread, chicken, raw vegetables (lettuce & tomato) and mayonnaise",2.23,"Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise (25476)",0.4687940827,2.3444204,0.59402555,0.27120478,0.25703831,0.037393191,0.0066875618,3.5107697928000006
25536,25536,entrées et plats composés,sandwichs,"Sandwich baguette, salami, beurre","Sandwich made with French bread, salami and butter",2.27,"Sandwich baguette, salami, beurre (25536)",0.6517283536999999,3.6881217,0.41397414,0.5035611,0.20188004,0.037393191,0.0066875618,4.8516177327999985
25520,25520,entrées et plats composés,sandwichs,"Sandwich baguette, saucisson, beurre","Sandwich made with French bread, dry sausage and butter",1.89,"Sandwich baguette, saucisson, beurre (25520)",0.4499969637,2.5798026,0.37128621,0.27613422,0.20001181,0.037393191,0.0066875618,3.4713155928
25488,25488,entrées et plats composés,sandwichs,"Sandwich baguette, saumon fumé, beurre","Sandwich made with French bread, smoked salmon and butter",2.98,"Sandwich baguette, saumon fumé, beurre (25488)",0.2895540897,1.0890878,0.17776321,0.2712012,0.30601014,0.037393191,0.0066875618,1.8881431027999998
25431,25431,entrées et plats composés,sandwichs,"Sandwich baguette, thon, crudités (tomate, salade), mayonnaise","Sandwich made with French bread, tuna, raw vegetables (tomato and lettuce) and mayonnaise",2.56,"Sandwich baguette, thon, crudités (tomate, salade), mayonnaise (25431)",0.3917047757,1.5637729,0.19900778,0.27120478,0.41931843,0.037393191,0.0066875618,2.4973846428000006
25490,25490,entrées et plats composés,sandwichs,"Sandwich baguette, thon, maïs, crudités","Sandwich made with French bread, tuna, sweet corn and raw vegetables",2.56,"Sandwich baguette, thon, maïs, crudités (25490)",0.2895540897,1.0890878,0.17776321,0.2712012,0.30601014,0.037393191,0.0066875618,1.8881431027999998
25429,25429,entrées et plats composés,sandwichs,"Sandwich grec ou Kebab, baguette, crudités","Sandwich made with French bread, kebab and raw vegetables",2.37,"Sandwich grec ou Kebab, baguette, crudités (25429)",1.3919552737,11.224065,0.21418714,0.27119622,0.21117731,0.037393191,0.0066875618,11.964706422799999
25428,25428,entrées et plats composés,sandwichs,"Sandwich grec ou Kebab, pita, crudités","Sandwich made with pita bread, kebab and raw vegetables",2.37,"Sandwich grec ou Kebab, pita, crudités (25428)",1.3919552737,11.224065,0.21418714,0.27119622,0.21117731,0.037393191,0.0066875618,11.964706422799999
25574,25574,entrées et plats composés,sandwichs,"Sandwich pain de mie complet, jambon, crudités, fromage optionnel","Sandwich made with wholemeal loaf bread, ham, raw vegetables, cheese (optional)",1.87,"Sandwich pain de mie complet, jambon, crudités, fromage optionnel (25574)",0.38124296570000005,1.7853449,0.27373924,0.35922962,0.21385973,0.037393191,0.0066875618,2.6762542428000002
25576,25576,entrées et plats composés,sandwichs,"Sandwich pain de mie complet, jambon, fromage","Sandwich made with wholemeal loaf bread, ham and cheese",1.87,"Sandwich pain de mie complet, jambon, fromage (25576)",0.5884336626999999,3.6804862,0.40551442,0.42759163,0.20436581,0.037393191,0.0066875618,4.762038812799999
25577,25577,entrées et plats composés,sandwichs,"Sandwich pain de mie complet, poulet, crudités, mayonnaise","Sandwich made with wholemeal loaf bread, chicken, raw vegetables and mayonnaise",2.23,"Sandwich pain de mie complet, poulet, crudités, mayonnaise (25577)",0.4687940827,2.3444204,0.59402555,0.27120478,0.25703831,0.037393191,0.0066875618,3.5107697928000006
25575,25575,entrées et plats composés,sandwichs,"Sandwich pain de mie complet, thon, crudités, mayonnaise","Sandwich made with wholemeal loaf bread, tuna, raw vegetables and mayonnaise",2.56,"Sandwich pain de mie complet, thon, crudités, mayonnaise (25575)",0.3917047757,1.5637729,0.19900778,0.27120478,0.41931843,0.037393191,0.0066875618,2.4973846428000006
25544,25544,entrées et plats composés,sandwichs,"Sandwich pain de mie, garnitures diverses","Sandwich made with loaf bread, various filling",2.27,"Sandwich pain de mie, garnitures diverses (25544)",0.38124296570000005,1.7853449,0.27373924,0.35922962,0.21385973,0.037393191,0.0066875618,2.6762542428000002
25434,25434,entrées et plats composés,sandwichs,"Sandwich panini, jambon cru, mozzarella, tomates","Sandwich made with panini bread, raw cured ham, mozzarella cheese and tomato",1.87,"Sandwich panini, jambon cru, mozzarella, tomates (25434)",0.5498509607,3.3224555,0.40391131,0.42400933,0.20535234,0.037393191,0.0066875618,4.399809232799999
25077,25077,entrées et plats composés,plats composés,Saumon à l'oseille,Salmon with sorrel,3,Saumon à l'oseille (25077),0.7833579959999999,5.2772026,0.029174543,0.18574567,0.79204342,0.037393191,0.017733084,6.339292507999999
25020,25020,entrées et plats composés,plats composés,Soufflé au fromage,Cheese soufflé,1.78,Soufflé au fromage (25020),0.3688272644,2.3329453,0.23853315,0.10430576,0.22316244,0.037393191,0.017733084,2.9540729249999997
25913,25913,entrées et plats composés,soupes,"Soupe à la carotte, préemballée à réchauffer","Soup, carrots, prepacked, to be reheated",2.42,"Soupe à la carotte, préemballée à réchauffer (25913)",0.0732007546,0.052172816,0.14603424,0.10010411,0.12615308,0.015708527,0.011045523,0.451218296
25949,25949,entrées et plats composés,soupes,"Soupe à la tomate et aux vermicelles, déshydratée reconstituée","Soup, tomato and vermicelli, dehydrated and reconstituted",2.83,"Soupe à la tomate et aux vermicelles, déshydratée reconstituée (25949)",0.12516147281,0.13483525,0.34721137,0.0055324428,0.040917347,0.0008681614,0.011239092,0.5406036632
25933,25933,entrées et plats composés,soupes,"Soupe à la tomate et aux vermicelles, préemballée à réchauffer","Soup, tomatoes and vermicelli, prepacked, to be reheated",2.65,"Soupe à la tomate et aux vermicelles, préemballée à réchauffer (25933)",0.0903493136,0.13486519,0.17948051,0.10010411,0.14290046,0.015708527,0.011045523,0.58410432
25935,25935,entrées et plats composés,soupes,"Soupe à la tomate, déshydratée reconstituée","Soup, tomatoes, dehydrated and reconstituted",2.83,"Soupe à la tomate, déshydratée reconstituée (25935)",0.09786313101,0.0318733,0.3086952,0.0055324428,0.01641097,0.0008681614,0.011239092,0.3746191662
25914,25914,entrées et plats composés,soupes,"Soupe à la tomate, préemballée à réchauffer","Soup, tomatoes, prepacked, to be reheated",2.59,"Soupe à la tomate, préemballée à réchauffer (25914)",0.06304491029999999,0.031880378,0.14095578,0.10010411,0.11838864,0.015708527,0.011045523,0.418082958
25928,25928,entrées et plats composés,soupes,"Soupe à la volaille et aux légumes, déshydratée reconstituée","Soup, chicken and vegetables, dehydrated and reconstituted",2.89,"Soupe à la volaille et aux légumes, déshydratée reconstituée (25928)",0.018123727909999998,0.050633508,0.033587929,0.0055324428,0.031902774,0.0008681614,0.011239092,0.1337639072
25901,25901,entrées et plats composés,soupes,"Soupe à la volaille et aux légumes, préemballée à réchauffer","Soup, chicken and vegetables, prepacked, to be reheated",3.31,"Soupe à la volaille et aux légumes, préemballée à réchauffer (25901)",0.018123727909999998,0.050633508,0.033587929,0.0055324428,0.031902774,0.0008681614,0.011239092,0.1337639072
25950,25950,entrées et plats composés,soupes,"Soupe à la volaille et aux vermicelles, déshydratée reconstituée","Soup, chicken and vermicelli, dehydrated and reconstituted",2.94,"Soupe à la volaille et aux vermicelles, déshydratée reconstituée (25950)",0.18507646801000002,0.4754026,0.41480586,0.0055324428,0.050551281,0.0008681614,0.011239092,0.9583994372
25908,25908,entrées et plats composés,soupes,"Soupe à la volaille et aux vermicelles, préemballée à réchauffer","Soup, chicken and vermicelli, prepacked, to be reheated",2.45,"Soupe à la volaille et aux vermicelles, préemballée à réchauffer (25908)",0.15027761360000003,0.47550817,0.24709,0.10010411,0.15253653,0.015708527,0.011045523,1.00199286
25942,25942,entrées et plats composés,soupes,"Soupe à l'oignon, déshydratée reconstituée","Soup, onions, dehydrated and reconstituted",2.5,"Soupe à l'oignon, déshydratée reconstituée (25942)",0.2991913374,1.0825406,0.75946227,0.0055462362,0.33639633,0.0008681614,0.011239092,2.1960526896
25910,25910,entrées et plats composés,soupes,"Soupe à l'oignon, préemballée à réchauffer","Soup, onions, prepacked, to be reheated",2.01,"Soupe à l'oignon, préemballée à réchauffer (25910)",0.2644178323,1.082781,0.59182296,0.10011791,0.43844506,0.015708527,0.011045523,2.23992098
25923,25923,entrées et plats composés,soupes,"Soupe asiatique, avec pâtes, déshydratée reconstituée","Soup, Asian-style with noodles, dehydrated and reconstituted",2.9,"Soupe asiatique, avec pâtes, déshydratée reconstituée (25923)",0.41168615800999997,1.9574514,0.7700216,0.0055324428,0.36210589,0.0008681614,0.011239092,3.1072185861999997
25955,25955,entrées et plats composés,soupes,"Soupe asiatique, avec pâtes, préemballée à réchauffer","Soup, Asian-style with noodles, prepacked, to be reheated",2.78,"Soupe asiatique, avec pâtes, préemballée à réchauffer (25955)",0.3769376356,1.9578861,0.60238463,0.10010411,0.46416033,0.015708527,0.011045523,3.1512892200000002
25957,25957,entrées et plats composés,soupes,"Soupe au cresson, déshydratée reconstituée","Soup, watercress, dehydrated and reconstituted",2.69,"Soupe au cresson, déshydratée reconstituée (25957)",0.11670972201,0.15169579,0.33557966,0.0055324428,0.018412673,0.0008681614,0.011239092,0.5233278191999999
25958,25958,entrées et plats composés,soupes,"Soupe au cresson, préemballée à réchauffer","Soup, watercress, prepacked, to be reheated",2.4,"Soupe au cresson, préemballée à réchauffer (25958)",0.08189568520000001,0.15172948,0.16784622,0.10010411,0.12039079,0.015708527,0.011045523,0.5668246499999999
25917,25917,entrées et plats composés,soupes,"Soupe au pistou, déshydratée reconstituée","Soup, pistou (basil, garlic and olive oil), dehydrated and reconstituted",2.64,"Soupe au pistou, déshydratée reconstituée (25917)",0.13888321971,0.11464284,0.31706887,0.0055324428,0.030994524,0.0008681614,0.011239092,0.4803459302
25953,25953,entrées et plats composés,soupes,"Soupe au pistou, préemballée à réchauffer","Soup, pistou (basil, garlic and olive oil), prepacked, to be reheated",2.08,"Soupe au pistou, préemballée à réchauffer (25953)",0.1040741066,0.11466829,0.14933131,0.10010411,0.13297543,0.015708527,0.011045523,0.52383319
25954,25954,entrées et plats composés,soupes,"Soupe au potiron, déshydratée reconstituée","Soup, pumpkin, dehydrated and reconstituted",2.69,"Soupe au potiron, déshydratée reconstituée (25954)",0.14026431491000002,0.30451835,0.3490647,0.0055324428,0.02890658,0.0008681614,0.011239092,0.7001293261999999
25945,25945,entrées et plats composés,soupes,"Soupe au potiron, préemballée à réchauffer","Soup, pumpkin, prepacked, to be reheated",2.4,"Soupe au potiron, préemballée à réchauffer (25945)",0.1054555086,0.30458597,0.18133424,0.10010411,0.13088703,0.015708527,0.011045523,0.7436653999999999
25932,25932,entrées et plats composés,soupes,"Soupe aux asperges, déshydratée reconstituée","Soup, asparagus, dehydrated and reconstituted",2.5,"Soupe aux asperges, déshydratée reconstituée (25932)",0.23990901000999998,0.61762907,0.60214152,0.0055324428,0.22164325,0.0008681614,0.011239092,1.4590535362000001
25968,25968,entrées et plats composés,soupes,"Soupe aux asperges, préemballée à réchauffer","Soup, asparagus, prepacked, to be reheated",2.01,"Soupe aux asperges, préemballée à réchauffer (25968)",0.20512233059999999,0.61776622,0.43446727,0.10010411,0.3236665,0.015708527,0.011045523,1.50275815
25934,25934,entrées et plats composés,soupes,"Soupe aux céréales et aux légumes, déshydratée reconstituée","Soup, cereals and vegetables, dehydrated and reconstituted",3.07,"Soupe aux céréales et aux légumes, déshydratée reconstituée (25934)",0.12516147281,0.13483525,0.34721137,0.0055324428,0.040917347,0.0008681614,0.011239092,0.5406036632
25936,25936,entrées et plats composés,soupes,"Soupe aux champignons, déshydratée reconstituée","Soup, mushrooms, dehydrated and reconstituted",2.5,"Soupe aux champignons, déshydratée reconstituée (25936)",0.49296540101,2.6671192,0.63094703,0.0055324428,0.25678445,0.0008681614,0.011239092,3.5724903761999998
25912,25912,entrées et plats composés,soupes,"Soupe aux champignons, préemballée à réchauffer","Soup, mushrooms, prepacked, to be reheated",2.16,"Soupe aux champignons, préemballée à réchauffer (25912)",0.45823491159999996,2.6677115,0.46327917,0.10010411,0.3588155,0.015708527,0.011045523,3.61666433
25962,25962,entrées et plats composés,soupes,"Soupe aux légumes avec fromage, préemballée à réchauffer","Soup, vegetables with cheese, prepacked, to be reheated",2.03,"Soupe aux légumes avec fromage, préemballée à réchauffer (25962)",0.15034345460000004,0.79043033,0.19881425,0.10010411,0.13097383,0.015708527,0.011045523,1.24707657
25905,25905,entrées et plats composés,soupes,"Soupe aux légumes variés, déshydratée reconstituée","Soup, mixed vegetables, dehydrated and reconstituted",2.72,"Soupe aux légumes variés, déshydratée reconstituée (25905)",0.11724597811,0.10395299,0.31784646,0.0055324428,0.028323233,0.0008681614,0.011239092,0.46776237919999997
25903,25903,entrées et plats composés,soupes,"Soupe aux légumes variés, préemballée à réchauffer","Soup, mixed vegetables, prepacked, to be reheated",2.42,"Soupe aux légumes variés, préemballée à réchauffer (25903)",0.0824320616,0.10397607,0.15010908,0.10010411,0.13030355,0.015708527,0.011045523,0.5112468599999999
25964,25964,entrées et plats composés,soupes,"Soupe aux légumes verts, déshydratée reconstituée","Soup, green vegetables, dehydrated and reconstituted",2.5,"Soupe aux légumes verts, déshydratée reconstituée (25964)",0.17554836001000002,0.33830852,0.50418574,0.0055324428,0.16219463,0.0008681614,0.011239092,1.0223285862
25963,25963,entrées et plats composés,soupes,"Soupe aux légumes verts, préemballée à réchauffer","Soup, green vegetables, prepacked, to be reheated",2.01,"Soupe aux légumes verts, préemballée à réchauffer (25963)",0.14074739160000002,0.33838365,0.33648973,0.10010411,0.26420467,0.015708527,0.011045523,1.0659362099999998
25900,25900,entrées et plats composés,soupes,"Soupe aux lentilles, préemballée à réchauffer","Soup, lentils, prepacked, to be reheated",2.59,"Soupe aux lentilles, préemballée à réchauffer (25900)",0.0716049156,0.069543966,0.14148652,0.10010411,0.12640295,0.015708527,0.011045523,0.4642915960000001
25925,25925,entrées et plats composés,soupes,"Soupe aux poireaux et pommes de terre, déshydratée reconstituée","Soup, leek and potato, dehydrated and reconstituted",2.77,"Soupe aux poireaux et pommes de terre, déshydratée reconstituée (25925)",0.10358002441,0.064390924,0.31329238,0.0055324428,0.016046084,0.0008681614,0.011239092,0.4113690842
25907,25907,entrées et plats composés,soupes,"Soupe aux poireaux et pommes de terre, préemballée à réchauffer","Soup, leek and potato, prepacked, to be reheated",2.51,"Soupe aux poireaux et pommes de terre, préemballée à réchauffer (25907)",0.068763072,0.064405222,0.14555398,0.10010411,0.11802368,0.015708527,0.011045523,0.45484104200000003
25965,25965,entrées et plats composés,soupes,"Soupe aux pois cassés, préemballée à réchauffer","Soup, split peas, prepacked, to be reheated",3.07,"Soupe aux pois cassés, préemballée à réchauffer (25965)",0.0716049156,0.069543966,0.14148652,0.10010411,0.12640295,0.015708527,0.011045523,0.4642915960000001
25915,25915,entrées et plats composés,soupes,"Soupe chorba frik, à base de viande et de frik","Soup, chorba frik, w meat and frik",2.31,"Soupe chorba frik, à base de viande et de frik (25915)",0.5147331309000001,3.5537359,0.24963121,0.10010411,0.12520103,0.015708527,0.29594608,4.340326857000001
25919,25919,entrées et plats composés,soupes,"Soupe de poissons et / ou crustacés, déshydratée reconstituée","Soup, fish and/or crustacean, dehydrated and reconstituted",2.79,"Soupe de poissons et / ou crustacés, déshydratée reconstituée (25919)",1.4778218510099996,6.6210019,0.35924218,0.0055324428,1.2694032,0.0008681614,0.011239092,8.2672869762
25904,25904,entrées et plats composés,soupes,"Soupe de poissons et / ou crustacés, préemballée à réchauffer","Soup, fish and/or crustacean, prepacked, to be reheated",2.56,"Soupe de poissons et / ou crustacés, préemballée à réchauffer (25904)",1.4433100246000001,6.6224722,0.19151398,0.10010411,1.3716592,0.015708527,0.011045523,8.31250354
25967,25967,entrées et plats composés,soupes,Soupe froide type Gaspacho ou Gazpacho,"Soup, gazpacho, cold",3.07,Soupe froide type Gaspacho ou Gazpacho (25967),0.06304491029999999,0.031880378,0.14095578,0.10010411,0.11838864,0.015708527,0.011045523,0.418082958
25924,25924,entrées et plats composés,soupes,"Soupe marocaine, déshydratée reconstituée","Soup, Moroccan, dehydrated and reconstituted",2.83,"Soupe marocaine, déshydratée reconstituée (25924)",0.5190412471099999,3.5529469,0.4173465,0.0055324428,0.023221845,0.0008681614,0.011239092,4.0111549412
25956,25956,entrées et plats composés,soupes,"Soupe minestrone, déshydratée reconstituée","Soup, minestrone, dehydrated and reconstituted",3.02,"Soupe minestrone, déshydratée reconstituée (25956)",0.24002326701,0.58466072,0.6882354,0.0055324428,0.27283491,0.0008681614,0.011239092,1.5633707262
25916,25916,entrées et plats composés,soupes,"Soupe minestrone, préemballée à réchauffer","Soup, minestrone, prepacked, to be reheated",2.56,"Soupe minestrone, préemballée à réchauffer (25916)",0.1040741066,0.11466829,0.14933131,0.10010411,0.13297543,0.015708527,0.011045523,0.52383319
25169,25169,entrées et plats composés,feuilletées et autres entrées,"Spécialité chinoise ou bouchées à la vapeur, cuite",Chinese specialty or dumplings,2.88,"Spécialité chinoise ou bouchées à la vapeur, cuite (25169)",0.37887715310000003,1.8280369,0.50322192,0.10432884,0.43156565,0.037393191,0.092756569,2.99730307
25456,25456,entrées et plats composés,plats composés,Sushi ou Maki aux produits de la mer,Sushi or maki with seafood products,2.8,Sushi ou Maki aux produits de la mer (25456),0.4569142828,1.9402403,0.031695051,0.21061565,0.34425223,0.037393191,0.017733084,2.581929506
26269,26269,entrées et plats composés,salades composées et crudités,"Taboulé ou Salade de couscous au poulet, préemballé","Tabbouleh with chicken, prepacked",2.19,"Taboulé ou Salade de couscous au poulet, préemballé (26269)",0.28231387770000005,1.2707536,0.35668577,0.27761401,0.24111872,0.037393191,0.0066875618,2.1902528528
25608,25608,entrées et plats composés,salades composées et crudités,"Taboulé ou Salade de couscous, préemballé","Tabbouleh, prepacked",2.09,"Taboulé ou Salade de couscous, préemballé (25608)",0.1353598497,0.37560015,0.15814295,0.28168476,0.22995328,0.013464397,0.0066875618,1.0655330987999998
25159,25159,entrées et plats composés,plats composés,Tajine de mouton,Mutton tagine,2.62,Tajine de mouton (25159),3.1771046164,26.742776,0.24919757,0.18574567,0.2360714,0.037393191,0.017733084,27.468916914999998
25204,25204,entrées et plats composés,plats composés,Tajine de poulet,Chicken tagine,2.47,Tajine de poulet (25204),0.7463674403999999,3.9855046,0.96031067,0.18574567,0.30007571,0.037393191,0.017733084,5.486762924999999
25454,25454,entrées et plats composés,"pizzas, tartes et crêpes salées",Tarte à la provençale,Provencal-style tart,3.19,Tarte à la provençale (25454),0.2600010471,1.431801,0.20570241,0.10431213,0.25066329,0.037393191,0.092756569,2.12262859
25561,25561,entrées et plats composés,"pizzas, tartes et crêpes salées",Tarte à la tomate,Tomato tart,2.79,Tarte à la tomate (25561),0.2600010471,1.431801,0.20570241,0.10431213,0.25066329,0.037393191,0.092756569,2.12262859
25529,25529,entrées et plats composés,"pizzas, tartes et crêpes salées",Tarte à l'oignon,Onion tart,2.42,Tarte à l'oignon (25529),0.33756855310000006,1.8778128,0.19532998,0.10432844,0.22484834,0.037393191,0.092756569,2.53246932
25444,25444,entrées et plats composés,"pizzas, tartes et crêpes salées",Tarte au fromage,Cheese tart,2.67,Tarte au fromage (25444),0.40024957510000003,2.5651893,0.26169928,0.10431068,0.2182365,0.037393191,0.092756569,3.279585520000001
25623,25623,entrées et plats composés,"pizzas, tartes et crêpes salées",Tarte au maroilles ou Flamiche au maroilles,Maroilles cheese tart or maroilles cheese flamiche,2.19,Tarte au maroilles ou Flamiche au maroilles (25623),0.4931315461000001,3.2028615,0.28407484,0.10432227,0.21935978,0.037393191,0.092756569,3.9407681500000002
25555,25555,entrées et plats composés,"pizzas, tartes et crêpes salées",Tarte au saumon,Salmon tart,2.89,Tarte au saumon (25555),0.43607881610000004,2.5975109,0.21646068,0.10431022,0.33763717,0.037393191,0.092756569,3.38606873
25417,25417,entrées et plats composés,"pizzas, tartes et crêpes salées",Tarte aux légumes,Vegetables tart,3.19,Tarte aux légumes (25417),0.2600010471,1.431801,0.20570241,0.10431213,0.25066329,0.037393191,0.092756569,2.12262859
25564,25564,entrées et plats composés,"pizzas, tartes et crêpes salées",Tarte aux noix de Saint-Jacques,Scallops tart,2.22,Tarte aux noix de Saint-Jacques (25564),0.5686340140999999,2.8523171,0.40944001,0.10431749,0.69323305,0.037393191,0.092756569,4.189457409999999
